 CMS collision Energy =    13000.000000000000     
 Collider type = pp
 ======================================
 Factorization scale                = dynamical
 Renormalization scale              = dynamical
 ==================================
 NNLO QCD + NLO EW Cross-Section with LO photon-induced Channel                                                                                                 
 ======================================
 EW input parameters: Gmu scheme
 Fermi constant (1/GeV^2)           =    1.1663789999999999E-005
 ======================================
 Lepton mass (GeV)                  =   0.10500000000000000     
 W mass (GeV)                       =    80.358000000000004     
 W width (GeV)                      =    2.0840000000000001     
 Z mass (GeV)                       =    91.153490000000005     
 Z width (GeV)                      =    2.4943000000000000     
 Top mass (GeV)                     =    173.50000000000000     
 Higgs mass (GeV)                   =    125.00000000000000     
 ======================================
 Strong coupling at Mz              =   0.11800215829284905     
 PDF set = NNPDF31_nnlo_as_0118_luxqed                                 
 ======================================
 Z pole focus ON
 ======================================
 Lepton-pair invariant mass minimum =    602.52200000000005     
 Lepton-pair invariant mass maximum =    13000.000000000000     
 Transverse mass minimum            =    0.0000000000000000     
 Transverse mass maximum            =    100000.00000000000     
 Z pT minimum                       =    0.0000000000000000     
 Z pT maximum                       =    100000.00000000000     
 Z rapidity minimum                 =   -2000.0000000000000     
 Z rapidity maximum                 =    2000.0000000000000     
 Lepton pT minimum                  =    0.0000000000000000     
 Lepton pT maximum                  =    100000.00000000000     
 Anti-lepton pT minimum             =    0.0000000000000000     
 Anti-lepton pT maximum             =    100000.00000000000     
 Lepton eta absolute value?         =   T
 Lepton pseudorapidity minimum      =    0.0000000000000000     
 Lepton pseudorapidity maximum      =    100000.00000000000     
 Anti-lepton eta absolute value?    =   T
 Anti-lepton pseudorapidity minimum =    0.0000000000000000     
 Anti-lepton pseudorapidity maximum =    100000.00000000000     
 ======================================
 Photon Recombination Cone Size     =     0.10000000000000001     
 Minimum pT for Observable Photon   =    0.0000000000000000     
 Maximum eta for Observable Photon  =    100000.00000000000     
 Minimum Number of Photon           =             0
 Maximum Number of Photon           =             1
 ======================================
 Jet merging algorithm              =   akta
 Jet algorithm cone size (deltaR)   =   0.40000000000000002     
 parton-parton Rsep (cone algo only)=    1.3000000000000000     
 Minimum pT for Observable Jets     =    0.0000000000000000     
 Maximum eta for Observable Jets    =    100000.00000000000     
 Minimum Number of Jets             =             0
 Maximum Number of Jets             =             2
 Leading jet pT minimum             =    0.0000000000000000     
 ======================================
 Lep-Anti-lep deltaR minimum        =    0.0000000000000000     
 Lep-Anti-lep deltaPhi minimum      =    0.0000000000000000     
 Lep-Anti-lep deltaPhi maximum      =    4.0000000000000000     
 Lep-Jet deltaR minimum             =    0.0000000000000000     
 Lep-Photon deltaR minimum          =    0.0000000000000000     
 ======================================
 Rapidity of Z cutoff for CS angles =    0.0000000000000000     
 
 ===========   VEGAS PARAMETERS   ========
 
 Maximum number of evaluations      =     20000000
 Actual number of evaluations       =       100000
 Requested relative precision (%)   =    0.0000000000000000     
 Requested absolute precision       =    2.9999999999999999E-002
 Total integration time (sec)       =    10325.000000000000     
 Random number seed                 =           12
 
 ===========   RESULT    =================
 
 Sigma (pb)                  =    0.0663804
 Error (pb)                  =    0.000287699
 
 ===========   HISTOGRAMS    =================
      bin           weight    numerical error

  ----   Z/W pT         ----

    45.00        0.00373426       0.000284398
    55.00         0.0028874       0.000191179
    68.00        0.00293209       0.000149643
    81.00        0.00152225       9.49564e-05
    91.00        0.00129047       7.96993e-05
   101.00        0.00103656        6.8585e-05
   113.00        0.00121818       5.66046e-05
   135.00        0.00191076       4.88678e-05
   175.00        0.00210838       3.26698e-05
   400.00        0.00259877       1.89399e-05

  ----   Z/W rapidity   ----

    -4.75                 0        1.1225e-09
    -4.25                 0        1.1225e-09
    -3.75                 0        1.1225e-09
    -3.25       6.12612e-09       1.06903e-08
    -2.75       9.62962e-05       8.08467e-06
    -2.25        0.00141591       5.53179e-05
    -1.75        0.00470752       0.000108417
    -1.25        0.00789813       0.000117457
    -0.75        0.00920158       0.000104255
    -0.25        0.00982424       9.34609e-05
     0.25        0.00989706       9.26963e-05
     0.75         0.0093033       0.000103612
     1.25        0.00764477       0.000114472
     1.75        0.00488522       0.000104228
     2.25        0.00142168       5.36799e-05
     2.75       9.95128e-05       7.62446e-06
     3.25       1.21685e-08       1.05317e-08
     3.75                 0        1.1225e-09
     4.25                 0        1.1225e-09
     4.75                 0        1.1225e-09

  ----   Q_ll Invaria   ----

   633.71         0.0213379       0.000198056
   699.31         0.0146456       0.000155759
   771.70        0.00998362       0.000124241
   851.58        0.00708932       0.000100486
   939.74        0.00470668       7.91415e-05
  1037.02        0.00304698       5.98009e-05
  1144.37        0.00204274       4.74614e-05
  1262.83        0.00131626       3.67054e-05
  1393.55       0.000872624         2.758e-05
